event_id,domain,event_type,entity_type,entity_name,entity_variant
56d39c5133b35f52,methods_tooling,decision_point,model,Skeletal muscle,unknown
56e33a40760a8639,methods_tooling,decision_point,model,In vitro,unknown
56e33a40760a8639,methods_tooling,decision_point,model,In vivo,unknown
56e33a40760a8639,methods_tooling,decision_point,model,Tissue,unknown
5746c6352f89fe44,methods_tooling,decision_point,compound,GLUCAGON,drug
5746c6352f89fe44,methods_tooling,decision_point,compound,QUERCETIN,drug
5746c6352f89fe44,methods_tooling,decision_point,compound,RESVERATROL,drug
5746c6352f89fe44,methods_tooling,decision_point,compound,SPERMIDINE,drug
5746c6352f89fe44,methods_tooling,decision_point,model,HUMAN,organism
5746c6352f89fe44,methods_tooling,decision_point,model,In vitro,unknown
5746c6352f89fe44,methods_tooling,decision_point,model,MICE,organism
5746c6352f89fe44,methods_tooling,decision_point,target,SIRT1,protein
57923879792c8a4e,methods_tooling,decision_point,model,HUMAN,organism
579fc608fae34900,methods_tooling,decision_point,compound,METFORMIN,drug
579fc608fae34900,methods_tooling,decision_point,model,Mitochondrial,unknown
587fe3e5e25814ee,methods_tooling,efficacy_result,model,Tissue,unknown
591df800da5e3cf0,methods_tooling,other,model,DOGS,unknown
5980b3d6afd55ee7,methods_tooling,decision_point,model,MOUSE,organism
59adddc193dc370e,methods_tooling,decision_point,compound,METFORMIN,drug
59b43d58b192ba03,methods_tooling,method_evaluation,model,SERUM,biofluid
59b8b688bedf5bf6,methods_tooling,decision_point,target,ACE,protein
5abf3c531734ae9d,methods_tooling,method_evaluation,compound,METFORMIN,drug
5abf3c531734ae9d,methods_tooling,method_evaluation,model,HUMAN,organism
5abf3c531734ae9d,methods_tooling,method_evaluation,model,Mitochondria,unknown
5abf3c531734ae9d,methods_tooling,method_evaluation,target,RENIN,protein
5acd266ee624b682,methods_tooling,decision_point,model,MOUSE,organism
5adb87132d07182d,methods_tooling,efficacy_result,target,RECEPTOR,protein
5b70b540822005e4,methods_tooling,method_evaluation,model,SERUM,biofluid
5d1bcf8b94b332b9,methods_tooling,efficacy_result,compound,METFORMIN,drug
5d1bcf8b94b332b9,methods_tooling,efficacy_result,model,HUMAN,organism
5d1bcf8b94b332b9,methods_tooling,efficacy_result,model,MICE,organism
5d1bcf8b94b332b9,methods_tooling,efficacy_result,model,Primates,unknown
5d1bcf8b94b332b9,methods_tooling,efficacy_result,model,RATS,organism
5d3c28916101a4f4,methods_tooling,decision_point,target,MTOR,protein
5d3c28916101a4f4,methods_tooling,decision_point,target,SIRT1,protein
5d3c28916101a4f4,methods_tooling,decision_point,target,SIRT6,protein
5d5bf54c6179056d,methods_tooling,method_evaluation,model,B cells,unknown
5d75821cd6edb932,methods_tooling,efficacy_result,compound,METFORMIN,drug
5d75821cd6edb932,methods_tooling,efficacy_result,model,Humans,organism
5dc25b1fd6eab1e2,methods_tooling,decision_point,compound,METFORMIN,drug
5ef2da5ce836a27c,construction,manufacturing_constraint,peptide,INDIRECT,
5f0e25d1c0ba43a5,methods_tooling,decision_point,compound,METFORMIN,drug
5f125850e1012e6c,methods_tooling,decision_point,model,BLOOD,biofluid
5f125850e1012e6c,methods_tooling,decision_point,model,HUMAN,organism
5f7ecac31362836a,methods_tooling,decision_point,compound,NAD+,drug
616287e889955bf0,methods_tooling,efficacy_result,model,DOG,organism
616287e889955bf0,methods_tooling,efficacy_result,model,HUMAN,organism
6183eccf537c5b06,methods_tooling,decision_point,compound,METFORMIN,drug
6183eccf537c5b06,methods_tooling,decision_point,model,Humans,organism
61b3a5dc8846ac3a,methods_tooling,method_evaluation,model,BSA,unknown
61b3a5dc8846ac3a,methods_tooling,method_evaluation,model,Lysate,unknown
62443f54b5dc20b1,methods_tooling,decision_point,model,In vivo,unknown
633233305e5b9e39,methods_tooling,decision_point,model,DOGS,unknown
640011d3f06d4727,methods_tooling,method_evaluation,model,SERUM,biofluid
645a24d96a5c7131,methods_tooling,method_evaluation,model,Plasma,biofluid
64faf111ee7bb724,methods_tooling,decision_point,model,Skeletal muscle,unknown
65b1cfc03e396419,construction,manufacturing_constraint,peptide,GALVANNEALED,
660a3e17bf2b7e69,methods_tooling,method_evaluation,model,Plasma,biofluid
6688cf8a2cdb54c1,methods_tooling,method_evaluation,model,Plasma,biofluid
668fb16362621def,methods_tooling,manufacturing_constraint,model,Mitochondrial,unknown
673d6991b51f02f6,methods_tooling,toxicity_flag,target,MTOR,protein
6847f8fa91ac8399,methods_tooling,method_evaluation,model,HUMAN,organism
68a33ff88afc1be0,methods_tooling,efficacy_result,model,In vivo,unknown
68a33ff88afc1be0,methods_tooling,efficacy_result,model,MICE,organism
6a1041f163fe0fc8,methods_tooling,method_evaluation,model,Plasma,biofluid
6a3458c345d68a4e,methods_tooling,toxicity_flag,model,K562,cell_line
6aa341ba639a8562,methods_tooling,manufacturing_constraint,model,Humans,organism
6aa341ba639a8562,methods_tooling,manufacturing_constraint,model,SERUM,biofluid
6b6899e74dd61f7b,methods_tooling,decision_point,stem_cell,mesenchymal,
6c30767d4272b5d6,methods_tooling,decision_point,model,Humans,organism
6c30767d4272b5d6,methods_tooling,decision_point,model,Tissue,unknown
6c3c6d40b87a8f59,methods_tooling,efficacy_result,model,Plasma,biofluid
6c696fcb6e388b5c,methods_tooling,decision_point,target,KINASE,protein
6c696fcb6e388b5c,methods_tooling,decision_point,target,RECEPTOR,protein
6d65538b17db3d2e,methods_tooling,toxicity_flag,model,RATS,organism
6d65538b17db3d2e,methods_tooling,toxicity_flag,model,TUMOR,unknown
